source,item_id,run,model,area,question_type,question,reference_answer,response,llm_Gemini Flash 3,llm_Nemotron 3 Super 120b a12,llm_OSS 120b,human_score,human_notes
groundtruth,MS-ESS2-057,,,MS-ESS2,applied,Why do you see water droplets on the outside of a cold soda can on a warm day?,"Water vapor in the warm air loses energy when it contacts the cold can surface, causing it to condense into liquid water droplets. This is the same condensation process that forms clouds when warm, moist air rises and cools in the atmosphere.",,1.0,1.0,1.0,,
groundtruth,MS-ESS2-075,,,MS-ESS2,applied,"A student notices that fossil coral reefs are found in rocks in the middle of Canada, far from any ocean. How would plate tectonics help explain this?","Plate tectonics explains that the area now known as central Canada was once located near a warm, shallow sea. Over millions of years, plate motion moved that landmass to its current location far from the ocean.",,1.0,1.0,1.0,,
groundtruth,MS-ESS2-019,,,MS-ESS2,conceptual,Why does melted rock (magma) rise toward Earth's surface instead of sinking deeper?,"Magma is less dense than the solid rock around it, so it rises through cracks and weak spots in the crust, just like a less dense liquid floats upward in a denser one.",,1.0,1.0,1.0,,
groundtruth,MS-ESS2-040,,,MS-ESS2,conceptual,How does the temperature of an air mass affect how much moisture it can hold?,"Warmer air can hold more water vapor than cooler air. So warm air masses tend to be more humid, and when they cool down, the water vapor condenses into clouds and precipitation.",,1.0,1.0,1.0,,
groundtruth,MS-ESS2-021,,,MS-ESS2,conceptual,Why do sedimentary rocks form in layers?,"Sediment like sand, mud, and shells is carried by water or wind and settles in flat layers; over time, pressure from layers above compresses the lower layers into rock, preserving the layered pattern.",,1.0,1.0,1.0,,
groundtruth,MS-ESS2-078,,,MS-ESS2,recall,What force causes precipitation to fall from clouds back to Earth's surface?,"Gravity causes precipitation, such as rain, snow, or hail, to fall from clouds down to Earth's surface.",,1.0,1.0,1.0,,
groundtruth,MS-ESS2-004,,,MS-ESS2,recall,What is compaction and cementation in the rock cycle?,"Compaction is when layers of sediment are squeezed together under pressure, and cementation is when minerals dissolved in water glue the sediment particles together; both processes create sedimentary rock.",,1.0,1.0,1.0,,
groundtruth,MS-ESS2-013,,,MS-ESS2,recall,What is a stationary front?,"A stationary front is a boundary between two air masses that are not moving, so neither air mass is pushing the other. Stationary fronts can cause several days of cloudy, wet weather in the same area.",,1.0,1.0,1.0,,
groundtruth,MS-ESS3-036,,,MS-ESS3,applied,Scientists have data showing that a certain river floods every 10 years on average. A developer wants to build a school right next to the river. What does the flood data suggest about whether this is a safe location?,"The flood data suggests it is not a safe location because there is a predictable pattern of flooding, meaning the school would likely face flood damage within a decade; the school should be built on higher ground away from the flood zone.",,1.0,1.0,1.0,,
groundtruth,MS-ESS3-044,,,MS-ESS3,applied,A student notices that a pond near a farm turns green with algae every summer. What measurement could the student take to monitor the nutrient levels that are causing the algae bloom?,"The student could test the pond water for nitrate and phosphate concentrations using a water testing kit. High levels of these nutrients, likely coming from fertilizer runoff, indicate conditions that cause algae to grow rapidly.",,1.0,1.0,1.0,,
groundtruth,MS-ESS3-080,,,MS-ESS3,applied,A small town doubles in population over 20 years and builds many new houses and roads. How would this growth most likely affect a nearby river?,"More people and development means more land is paved over, so rainwater runs off into the river faster and carries more pollution, raising sediment levels and lowering water quality in the river.",,1.0,1.0,1.0,,
groundtruth,MS-ESS3-013,,,MS-ESS3,conceptual,Why are coal deposits only found in certain layers of rock and not spread evenly through Earth's crust?,"Coal forms from ancient plant material that was buried, compressed, and heated over millions of years. Because forests only grew in specific places and times in Earth's history, coal deposits are concentrated in the rock layers that formed in those specific environments.",,1.0,1.0,1.0,,
groundtruth,MS-ESS3-030,,,MS-ESS3,conceptual,"Why does land use change, like turning forests into farmland or cities, lead to warmer temperatures?","Forests and natural land absorb carbon dioxide and reflect some sunlight, helping to keep temperatures lower. When land is converted to farms or cities, less CO2 is absorbed and surfaces absorb more heat, contributing to local and global warming.",,1.0,1.0,1.0,,
groundtruth,MS-ESS3-090,,,MS-ESS3,conceptual,Why does early warning technology for tsunamis help save more lives than just watching the ocean?,"Tsunamis can travel hundreds of miles in a short time, so by the time you see the wave it is too late to escape. Sensors on the ocean floor detect the underwater earthquakes that cause tsunamis and send alerts minutes to hours in advance, giving people time to evacuate to higher ground.",,1.0,1.0,1.0,,
groundtruth,MS-ESS3-056,,,MS-ESS3,recall,What is a tsunami warning system?,"A tsunami warning system is a network of sensors, buoys, and communication tools that detects unusual ocean waves caused by underwater earthquakes and alerts people in coastal areas to evacuate before a tsunami arrives.",,1.0,1.0,1.0,,
groundtruth,MS-ESS3-059,,,MS-ESS3,recall,What does the term 'carrying capacity' mean?,"Carrying capacity is the maximum number of individuals of a species that an environment can support over a long period of time given the available food, water, and other resources.",,1.0,1.0,1.0,,
groundtruth,MS-ESS3-057,,,MS-ESS3,recall,What type of data do scientists use to predict when a volcano might erupt?,"Scientists use data such as earthquake activity near the volcano, ground deformation (swelling of the ground), gas emissions, and changes in temperature to predict volcanic eruptions.",,1.0,1.0,1.0,,
groundtruth,MS-ETS1-031,,,MS-ETS1,applied,A student wants to design a birdhouse to attract bluebirds. A science reference says bluebirds prefer entrance holes that are exactly 1.5 inches in diameter. How does this scientific principle affect the design criteria?,"The scientific fact about bluebird preferences becomes a precise criterion: the entrance hole must be 1.5 inches in diameter. Ignoring this would mean the birdhouse fails to attract bluebirds, so the design would not meet its goal.",,1.0,1.0,1.0,,
groundtruth,MS-ETS1-043,,,MS-ETS1,applied,Two designs for a water filter are tested by pouring the same amount of muddy water through each and measuring how clear the filtered water is on a scale of 1–10. Filter A scores an 8 and Filter B scores a 5. The criterion is to produce the clearest water possible. How does this scoring system help evaluate the designs?,"The numbered scale turns water clarity into measurable data, making it easy to directly compare both designs against the criterion. Filter A's score of 8 vs. Filter B's score of 5 clearly shows which design better meets the clarity criterion.",,1.0,1.0,1.0,,
groundtruth,MS-ETS1-069,,,MS-ETS1,applied,"A student is designing a model parachute and tests it by dropping it from the same height three times, measuring how long it takes to land. The parachute lands in about 2 seconds each time. She then makes the canopy wider and tests again. What is the purpose of repeating the drop three times before making a change?",Repeating the test multiple times generates reliable data by showing whether the result is consistent or just due to chance. This makes it easier to tell whether a design change actually caused an improvement.,,1.0,1.0,1.0,,
groundtruth,MS-ETS1-062,,,MS-ETS1,conceptual,Why might a design that scores highest overall in testing still not be the best choice to copy exactly?,"Even the top-scoring design may have some poor-performing features, so engineers can do better by selecting only the strongest characteristics from all tested solutions rather than copying one design entirely.",,1.0,1.0,1.0,,
groundtruth,MS-ETS1-025,,,MS-ETS1,conceptual,Why is it useful to test multiple design solutions instead of just one?,Testing multiple solutions lets you compare how each one performs and find strengths in different designs that a single solution might not have. This gives you more information to create an improved design.,,1.0,1.0,1.0,,
groundtruth,MS-ETS1-081,,,MS-ETS1,conceptual,How does collecting data from a model test help engineers make a better design?,"Data from tests shows exactly where the design is not meeting the goals, such as being too weak or too slow. Engineers use that evidence to make specific changes rather than just guessing what to fix.",,1.0,1.0,1.0,,
groundtruth,MS-ETS1-058,,,MS-ETS1,recall,What does the word 'criteria' mean in engineering design?,"Criteria are the specific requirements or goals that a successful design solution must meet, such as how strong, fast, or cheap it needs to be.",,1.0,1.0,1.0,,
groundtruth,MS-ETS1-007,,,MS-ETS1,recall,What is a prototype in engineering?,A prototype is an early model or sample of a design that is built and tested to see how well it works before a final version is made.,,1.0,1.0,1.0,,
groundtruth,MS-ETS1-002,,,MS-ETS1,recall,What does it mean to 'define' a design problem in engineering?,"To define a design problem means to clearly state what needs to be solved, what the solution must do, and what limits apply, so that a successful solution can be developed.",,1.0,1.0,1.0,,
groundtruth,MS-LS1-044,,,MS-LS1,applied,"A dandelion plant grows in a field and produces seeds with tiny, feathery parachutes. If a strong wind blows, how does this help the plant reproduce more successfully than if the seeds had no parachutes?","The feathery parachutes allow seeds to be carried far away by the wind, spreading them to new locations where they are less crowded and more likely to find good soil and sunlight, increasing the chances that some seeds will grow into new plants.",,1.0,1.0,1.0,,
groundtruth,MS-LS1-035,,,MS-LS1,applied,Imagine a cell's mitochondria suddenly stopped working. What would happen to the cell's ability to grow and do its job?,"The cell would run out of energy because mitochondria produce the energy (ATP) cells need to carry out all their functions. Without energy, the cell could not grow, move, or carry out basic life processes and would eventually die.",,1.0,1.0,1.0,,
groundtruth,MS-LS1-046,,,MS-LS1,applied,"A cactus plant produces bright red fruits filled with seeds that birds love to eat. After a bird eats the fruit and flies away, what happens to the seeds, and why does this help the cactus reproduce?","The seeds pass through the bird's digestive system unharmed and are deposited in a new location through the bird's droppings, spreading the cactus seeds far from the parent plant where they can grow with less competition for water and nutrients.",,1.0,1.0,1.0,,
groundtruth,MS-LS1-060,,,MS-LS1,conceptual,Why are cells considered the basic building blocks of all living things?,"Cells are considered the basic building blocks of life because every living organism is made of at least one cell, and all life functions—like getting energy, growing, and reproducing—are carried out by cells. Nothing smaller than a cell can perform all of these life processes on its own.",,1.0,1.0,1.0,,
groundtruth,MS-LS1-023,,,MS-LS1,conceptual,How does the oxygen we breathe get released by plants during photosynthesis?,"During photosynthesis, plants split water molecules using light energy. The hydrogen atoms are used to build glucose, and the leftover oxygen atoms are released as oxygen gas (O2) into the air as a byproduct.",,1.0,1.0,1.0,,
groundtruth,MS-LS1-065,,,MS-LS1,conceptual,Why does a plant growing in poor soil stay small even if it gets plenty of water and light?,"Soil provides essential nutrients like nitrogen and phosphorus that plants need to build proteins and other molecules for growth. Without enough of these nutrients, the plant cannot produce enough materials to grow to its full genetic potential, so it stays small.",,1.0,1.0,1.0,,
groundtruth,MS-LS1-003,,,MS-LS1,recall,What is the difference between a plant cell and an animal cell?,"Plant cells have a cell wall, chloroplasts, and a large central vacuole, while animal cells do not. Animal cells have these features absent, making the two cell types distinct.",,1.0,1.0,1.0,,
groundtruth,MS-LS1-011,,,MS-LS1,recall,What do we call the nerve cells that carry signals from sensory receptors to the brain?,"These nerve cells are called sensory neurons, which transmit electrical signals from sensory receptors to the brain.",,1.0,1.0,1.0,,
groundtruth,MS-LS1-083,,,MS-LS1,recall,What type of tissue covers the outside of the body and lines many internal organs?,Epithelial tissue covers the outside of the body and lines many internal organs and cavities.,,1.0,1.0,1.0,,
groundtruth,MS-LS2-036,,,MS-LS2,applied,"A city park has a large flock of pigeons, but the park workers stop leaving out birdseed. What would you predict happens to the pigeon population in that park?","The pigeon population in the park would likely decrease because one of their key food sources has been removed. With less food available, some pigeons would starve or move to other areas where food is easier to find.",,1.0,1.0,1.0,,
groundtruth,MS-LS2-054,,,MS-LS2,applied,A school has a grass lawn that is mowed every week. A student proposes replacing part of it with a native wildflower meadow. How would the wildflower meadow better support biodiversity compared to the mowed lawn?,"A native wildflower meadow provides food and shelter for pollinators, birds, and insects that a short mowed lawn cannot support. The variety of plants in the meadow creates a more complex habitat, which supports more species than a single type of grass.",,1.0,1.0,1.0,,
groundtruth,MS-LS2-039,,,MS-LS2,applied,"Rabbits in a meadow depend on grass for food. If a drought kills much of the grass one summer, what do you predict happens to the rabbit population that season?","The rabbit population would likely decrease because there is less food available. With fewer resources, some rabbits may starve or move to other areas, causing the population to drop.",,1.0,1.0,1.0,,
groundtruth,MS-LS2-012,,,MS-LS2,conceptual,Why does a rabbit population grow larger when there is more grass available to eat?,"When more food is available, more rabbits can survive and reproduce successfully. With enough energy from food, individual rabbits are healthier and can raise more offspring, so the overall population size increases.",,1.0,1.0,1.0,,
groundtruth,MS-LS2-026,,,MS-LS2,conceptual,Why does a population of deer increase when wolves are removed from an ecosystem?,"Wolves are predators that keep the deer population in check by hunting them. Without wolves, fewer deer are eaten, so more deer survive and reproduce, causing the population to grow.",,1.0,1.0,1.0,,
groundtruth,MS-LS2-062,,,MS-LS2,conceptual,Why do parasites usually not kill their hosts right away?,"A parasite depends on its living host for food and shelter, so if it killed the host immediately, the parasite would lose its source of energy and could not reproduce. Parasites that take just enough resources to survive and reproduce tend to be more successful, and this pattern is observed in parasite-host relationships across many ecosystems.",,1.0,1.0,1.0,,
groundtruth,MS-LS2-085,,,MS-LS2,recall,What is matter in the context of ecosystems?,"Matter refers to the physical substances that cycle through an ecosystem, including water, carbon, nitrogen, and other nutrients that are used and reused by living and nonliving things.",,1.0,1.0,1.0,,
groundtruth,MS-LS2-082,,,MS-LS2,recall,What is biomass?,"Biomass is the total mass of living organic matter in a given area or trophic level, and it represents the stored energy available to the next level in a food chain.",,1.0,1.0,1.0,,
groundtruth,MS-LS2-093,,,MS-LS2,recall,About how much energy is passed from one trophic level to the next in a food chain?,About 10% of the energy from one trophic level is transferred to the next level; the remaining 90% is lost mostly as heat.,,1.0,1.0,1.0,,
groundtruth,MS-LS3-032,,,MS-LS3,applied,Identical twins form when one fertilized egg splits into two. Fraternal twins form when two separate eggs are each fertilized by different sperm. Which pair would be more genetically similar to each other?,"Identical twins would be more genetically similar because they both came from the same fertilized egg and share the same DNA. Fraternal twins each received a different combination of genes from sexual reproduction, so they are as genetically different as regular siblings.",,1.0,1.0,1.0,,
groundtruth,MS-LS3-027,,,MS-LS3,applied,A mutation causes a plant to produce a bitter-tasting chemical in its leaves. How might this affect insects that try to eat the plant?,"Insects would likely avoid eating the plant because of the bitter taste, making this mutation beneficial for the plant since it protects it from being eaten by pests.",,1.0,1.0,1.0,,
groundtruth,MS-LS3-024,,,MS-LS3,applied,A child is born with a mutation that prevents their body from making a protein that breaks down a certain sugar. What might happen when that child eats foods containing that sugar?,"The sugar would build up in the child's body because the enzyme protein needed to break it down is missing or nonfunctional, which could be harmful and lead to health problems.",,1.0,1.0,1.0,,
groundtruth,MS-LS3-017,,,MS-LS3,conceptual,Why do mutations on chromosomes get passed down from parents to offspring?,"Chromosomes are copied and passed to offspring during reproduction. If a parent's chromosome carries a mutation in a gene, that altered gene is included in the copy passed to the child.",,1.0,1.0,1.0,,
groundtruth,MS-LS3-067,,,MS-LS3,conceptual,Why is a field of corn grown from cuttings of one plant more at risk from a disease than a field grown from seeds?,"Plants grown from cuttings are genetically identical clones, so if one plant is vulnerable to a disease, all of them are; seeds from sexual reproduction produce genetic variation, meaning some plants may resist the disease.",,1.0,1.0,1.0,,
groundtruth,MS-LS3-069,,,MS-LS3,conceptual,Why do some mutations have no effect on an organism at all?,"Some mutations occur in parts of the DNA that don't code for important proteins, or the change still produces an amino acid that keeps the protein working the same way. Because the protein's shape and function stay the same, the organism is unaffected.",,1.0,1.0,1.0,,
groundtruth,MS-LS3-043,,,MS-LS3,recall,What is the process called when gametes are produced with half the normal number of chromosomes?,"The process is called meiosis, a type of cell division that produces gametes with half the number of chromosomes as the parent cell.",,1.0,1.0,1.0,,
groundtruth,MS-LS3-064,,,MS-LS3,recall,How many chromosomes do humans normally have in most body cells?,"Humans normally have 46 chromosomes, arranged in 23 pairs, in most body cells.",,1.0,1.0,1.0,,
groundtruth,MS-LS3-007,,,MS-LS3,recall,What does it mean when a mutation is 'heritable'?,A heritable mutation is one that occurs in reproductive cells (sperm or egg) and can be passed on from a parent to offspring.,,1.0,1.0,1.0,,
groundtruth,MS-LS4-054,,,MS-LS4,applied,"You are shown embryo pictures of a snake and a dog, and both show small limb buds at an early stage of development, even though adult snakes have no legs. What does this pattern suggest about snakes?",It suggests that snakes evolved from ancestors that had legs. The temporary limb buds in snake embryos are a clue to their evolutionary history that you cannot see by looking at adult snakes.,,1.0,1.0,1.0,,
groundtruth,MS-LS4-035,,,MS-LS4,applied,A rancher wants all of his cows to produce more milk. He uses artificial insemination to breed all his cows with sperm from one bull that naturally produces offspring with high milk output. What would you predict happens to the milk production of the herd over the next few generations?,Milk production across the herd would likely increase over the next few generations because the genes for high milk output from the selected bull would be passed on to a larger portion of the herd through artificial insemination.,,1.0,1.0,1.0,,
groundtruth,MS-LS4-037,,,MS-LS4,applied,"A graph shows that before a forest fire, 70% of a moth population had light-colored wings and 30% had dark wings. After the fire left dark tree bark, a new graph shows 80% dark wings and 20% light wings after 15 generations. What does this change in percentages tell you about natural selection?","Natural selection favored dark-winged moths because they were harder for predators to spot on dark bark, so they survived longer and passed on that trait. Over 15 generations, the dark-wing trait increased in frequency while the light-wing trait decreased.",,1.0,1.0,1.0,,
groundtruth,MS-LS4-060,,,MS-LS4,conceptual,How do scientists use index fossils to determine the age of a rock layer?,"Index fossils come from organisms that lived during a specific, well-defined time period and are found in many locations around the world. When scientists find an index fossil in a rock layer, they can estimate when that layer was formed based on the known age range of that organism.",,1.0,1.0,1.0,,
groundtruth,MS-LS4-079,,,MS-LS4,conceptual,Why do humans and chimpanzees have so many similar bones and muscles?,"Humans and chimpanzees share a relatively recent common ancestor, so they inherited many of the same anatomical features from that ancestor. Greater anatomical similarity indicates a closer evolutionary relationship.",,1.0,1.0,1.0,,
groundtruth,MS-LS4-080,,,MS-LS4,conceptual,Why do scientists say that all tetrapods (four-limbed vertebrates) are related to ancient fish?,"Fossil fish like Tiktaalik show a combination of fish and tetrapod features, including fin bones that resemble the limb bones of land animals. This anatomical evidence suggests that four-limbed land vertebrates evolved from lobe-finned fish ancestors.",,1.0,1.0,1.0,,
groundtruth,MS-LS4-010,,,MS-LS4,recall,What does the term 'natural selection' mean?,"Natural selection is the process by which individuals with traits better suited to their environment are more likely to survive and reproduce, passing those traits to their offspring.",,1.0,1.0,1.0,,
groundtruth,MS-LS4-081,,,MS-LS4,recall,What is a tail structure that appears in many vertebrate embryos?,"Many vertebrate embryos, including human embryos, develop a small tail structure early in development. This tail disappears before birth in most species, but its presence shows a shared ancestry among vertebrates.",,1.0,1.0,1.0,,
groundtruth,MS-LS4-015,,,MS-LS4,recall,"In biology, what does the word 'fitness' mean?","In biology, fitness refers to an organism's ability to survive and reproduce in its environment, not how strong or athletic it is.",,1.0,1.0,1.0,,
groundtruth,MS-PS1-036,,,MS-PS1,applied,"If a town's only drinking water pipe is made of PVC plastic and it cracks, they must replace it with a new PVC pipe. What natural resource must be extracted to produce the new PVC pipe?",PVC (polyvinyl chloride) is made primarily from petroleum and salt (sodium chloride). Petroleum must be extracted and chemically processed to produce the vinyl chloride monomers that are used to manufacture the new PVC pipe.,,1.0,1.0,1.0,,
groundtruth,MS-PS1-037,,,MS-PS1,applied,"If you leave an ice cube on the kitchen counter on a warm day, what happens to the particles in the ice as it melts?","The particles in the ice gain thermal energy from the warmer surroundings, which causes them to vibrate faster and eventually break free from their fixed positions, changing the ice from a solid to liquid water.",,1.0,1.0,1.0,,
groundtruth,MS-PS1-041,,,MS-PS1,applied,"If you leave a steel nail outside and it rusts completely, would the rusty nail weigh more or less than the original nail?","The rusty nail would weigh more, because iron atoms from the nail combined with oxygen atoms from the air to form iron oxide (rust). The nail gained mass by adding oxygen atoms to its structure.",,1.0,1.0,1.0,,
groundtruth,MS-PS1-025,,,MS-PS1,conceptual,Why does a hand warmer get hot when you open the packet and expose it to air?,"When the iron powder inside reacts with oxygen in the air, a chemical reaction called oxidation occurs. This reaction releases energy in the form of heat, which is why the packet warms up.",,1.0,1.0,1.0,,
groundtruth,MS-PS1-086,,,MS-PS1,conceptual,How do atoms stay connected to each other in a molecule?,"Atoms stay connected by sharing or transferring electrons, which creates a chemical bond. These bonds act like a force that holds the atoms together in a stable arrangement.",,1.0,1.0,1.0,,
groundtruth,MS-PS1-016,,,MS-PS1,conceptual,Why is it important to know both which atoms are in a molecule and how many of each type there are?,"Knowing only the types of atoms is not enough to identify a substance because many different compounds share the same elements. The exact count of each atom determines the specific molecule, its formula, and its unique properties.",,1.0,1.0,1.0,,
groundtruth,MS-PS1-009,,,MS-PS1,recall,What is polyester made from?,Polyester is a synthetic fabric made from chemicals derived from petroleum (crude oil).,,1.0,1.0,1.0,,
groundtruth,MS-PS1-070,,,MS-PS1,recall,"What is nylon, and what natural resources is it made from?","Nylon is a synthetic fabric used in clothing and other products. It is made from petroleum-based chemicals, specifically processed hydrocarbons derived from crude oil.",,1.0,1.0,1.0,,
groundtruth,MS-PS1-081,,,MS-PS1,recall,What does it mean when we say a synthetic material 'comes from' a natural resource?,"It means that the raw starting materials used to create the synthetic substance are originally taken from nature, even though the final product is made through human-engineered chemical processes.",,1.0,1.0,1.0,,
groundtruth,MS-PS2-089,,,MS-PS2,applied,"Two kids are pushing a stalled car from behind, and a third kid joins and also pushes in the same direction. What happens to how quickly the car speeds up?","The car speeds up faster because the total force on it increases. A greater net force on the same mass produces a greater acceleration, so adding another person pushing in the same direction increases the car's rate of change in motion.",,1.0,1.0,1.0,,
groundtruth,MS-PS2-049,,,MS-PS2,applied,"If you push a shopping cart that is full of groceries and one that is empty with the same force, which one speeds up faster?","The empty cart speeds up faster because it has less mass. With the same force applied, a smaller mass results in a greater acceleration.",,1.0,1.0,1.0,,
groundtruth,MS-PS2-088,,,MS-PS2,applied,"If you're standing on a skateboard and you throw a heavy ball forward, what happens to you and the skateboard, and why?","You and the skateboard roll backward. When you push the ball forward, the ball pushes back on you with an equal and opposite force (Newton's Third Law), causing you to move in the opposite direction. The harder you throw the ball, the faster you roll backward.",,1.0,1.0,1.0,,
groundtruth,MS-PS2-026,,,MS-PS2,conceptual,Why does a feather fall more slowly than a rock even though gravity pulls both downward?,"Air resistance pushes upward on both objects, but it has a much bigger effect on the feather because of its shape and low mass. This reduces the net downward force on the feather, causing it to accelerate more slowly.",,1.0,1.0,1.0,,
groundtruth,MS-PS2-069,,,MS-PS2,conceptual,Why don't the two equal and opposite forces in Newton's Third Law cancel each other out?,"The two forces act on different objects, not on the same object, so they cannot cancel each other. Each force affects the motion of the object it acts on separately.",,1.0,1.0,1.0,,
groundtruth,MS-PS2-022,,,MS-PS2,conceptual,Why does a small car accelerate faster than a large truck when both engines push with the same force?,"The small car has less mass, so the same net force produces a greater acceleration. Since acceleration depends on force divided by mass, less mass means more acceleration.",,1.0,1.0,1.0,,
groundtruth,MS-PS2-096,,,MS-PS2,recall,What does it mean when we say opposite magnetic poles attract?,"It means the north pole of one magnet is pulled toward the south pole of another magnet, producing an attractive force between them.",,1.0,1.0,1.0,,
groundtruth,MS-PS2-005,,,MS-PS2,recall,What are unbalanced forces?,"Unbalanced forces occur when the forces acting on an object do not cancel out, producing a net force greater than zero that causes the object to change its motion.",,1.0,1.0,1.0,,
groundtruth,MS-PS2-084,,,MS-PS2,recall,What happens when two like magnetic poles are brought close together?,"When two like magnetic poles (north-north or south-south) are brought close together, they repel each other.",,1.0,1.0,1.0,,
groundtruth,MS-PS3-054,,,MS-PS3,applied,"You put a thermometer in a sandbox and another in a bucket of water, and both sit in the sun for an hour. The sand gets much hotter than the water. What does this tell you about sand and water as materials?","Sand and water are different types of matter that require different amounts of energy to change temperature. Sand requires less energy per gram to raise its temperature, so it heats up more than water when the same amount of solar energy is transferred to both.",,1.0,1.0,1.0,,
groundtruth,MS-PS3-052,,,MS-PS3,applied,You touch a metal spoon and a wooden spoon that have been sitting in a bowl of hot soup for the same amount of time. The metal spoon feels much hotter. What does this tell you about how the two materials transferred energy?,"Metal transfers energy more readily than wood, so more thermal energy moved into your hand from the metal spoon in the same amount of time, making it feel hotter even though both were in the same soup.",,1.0,1.0,1.0,,
groundtruth,MS-PS3-074,,,MS-PS3,applied,"When you catch a fast-moving baseball and it stops in your glove, where does the ball's kinetic energy go?","When the ball stops, its kinetic energy is transferred to your hand and glove. You can feel this as the sting or force on your hand, and some energy is also converted to heat and sound.",,1.0,1.0,1.0,,
groundtruth,MS-PS3-089,,,MS-PS3,conceptual,Why does a ball held high above the ground have more potential energy than the same ball held close to the ground?,"Gravity pulls the ball and Earth toward each other, so when they are farther apart the system stores more gravitational potential energy. As the distance between the ball and Earth increases, the arrangement of the two objects changes and more potential energy is stored in the system.",,1.0,1.0,1.0,,
groundtruth,MS-PS3-088,,,MS-PS3,conceptual,Why does a moving car have more kinetic energy than a parked car of the same mass?,"Kinetic energy is the energy of motion, so an object only has kinetic energy when it is moving. A parked car has zero speed, which means it has zero kinetic energy, while the moving car has speed and therefore has kinetic energy.",,1.0,1.0,1.0,,
groundtruth,MS-PS3-024,,,MS-PS3,conceptual,Why does a pendulum have the most potential energy at the highest point of its swing?,"At the highest point of its swing, the pendulum bob is farthest from its lowest position, meaning it has the greatest separation from Earth relative to its swing path. This maximum height corresponds to the most gravitational potential energy stored in the system.",,1.0,1.0,1.0,,
groundtruth,MS-PS3-015,,,MS-PS3,recall,"When a moving object collides with a still object and makes it move, what happened to the energy?",Energy was transferred from the moving object to the still object. The moving object loses kinetic energy and the previously still object gains kinetic energy.,,1.0,1.0,1.0,,
groundtruth,MS-PS3-008,,,MS-PS3,recall,What is radiation in terms of heat transfer?,"Radiation is the transfer of thermal energy through electromagnetic waves, such as infrared light. Unlike conduction and convection, radiation does not need matter to travel through and can move through empty space.",,1.0,1.0,1.0,,
