question_id,area,standard,question_type,question,reference_answer,generator_model,fk_grade,judge_Gemini Flash 3,judge_Nemotron 3 Super 120b a12,judge_OSS 120b,rationale_Gemini Flash 3,rationale_Nemotron 3 Super 120b a12,rationale_OSS 120b,majority_label,human_review_flag
MS-PS1-012,MS-PS1,MS-PS1-4,recall,How are particles arranged differently in a solid compared to a gas?,"In a solid, particles are tightly packed and held in fixed positions, vibrating in place. In a gas, particles are far apart and move rapidly and freely in all directions.",claude-4.6-sonnet-thinking,7.77,1,1,1,"The answer accurately describes the key differences in particle arrangement and motion between solids and gases, which is fundamental to the MS-PS1-4 standard.","The answer correctly describes the arrangement and motion of particles in solids versus gases, meeting the standard's requirements.","The answer correctly describes the denser, fixed arrangement of particles in a solid versus the sparse, freely moving arrangement in a gas, satisfying the standard.",1,0
MS-PS1-013,MS-PS1,MS-PS1-6,recall,What common household chemical is used in many instant cold packs to absorb heat?,"Ammonium nitrate is commonly used in instant cold packs because it dissolves in water through an endothermic reaction, absorbing heat and lowering the temperature.",claude-4.6-sonnet-thinking,7.57,1,1,1,"The answer correctly identifies ammonium nitrate and its endothermic property, which is the primary mechanism used in commercial instant cold packs to absorb thermal energy.",The answer correctly identifies ammonium nitrate as the common household chemical used in instant cold packs and accurately describes its endothermic dissolution that absorbs heat.,The answer correctly identifies ammonium nitrate as the common chemical used in instant cold packs to absorb heat.,1,0
MS-PS1-014,MS-PS1,MS-PS1-6,recall,What is the difference between heat and temperature?,"Heat is the transfer of thermal energy between objects, while temperature is a measure of the average kinetic energy of the particles in a substance. Heat flows from higher to lower temperature.",claude-4.6-sonnet-thinking,6.71,1,1,1,"The answer accurately distinguishes between heat as the transfer of energy and temperature as the average kinetic energy of particles, which is foundational knowledge for understanding the thermal processes in standard MS-PS1-6.","The answer correctly distinguishes heat as the transfer of thermal energy and temperature as a measure of average kinetic energy, and notes heat flows from higher to lower temperature, which accurately answers the question.","The answer accurately distinguishes heat as energy transfer and temperature as average kinetic energy, providing a correct and sufficient explanation.",1,0
MS-PS1-015,MS-PS1,MS-PS1-1,conceptual,Why does changing the number of atoms in a molecule change what substance it is?,"The number and arrangement of atoms determines a molecule's chemical identity and properties. For example, water (H₂O) and hydrogen peroxide (H₂O₂) are both made of hydrogen and oxygen, but having a different number of oxygen atoms makes them completely different substances with different behaviors.",claude-4.6-sonnet-thinking,6.78,1,1,1,"The answer accurately explains that chemical identity depends on atomic composition and provides a clear, illustrative example suitable for the middle-school level.","The answer correctly explains that the number and arrangement of atoms determines a molecule's chemical identity, illustrated by H₂O vs H₂O₂.","The answer correctly explains that the number (and arrangement) of atoms determines a molecule's identity, using a clear example, fulfilling the standard.",1,0
MS-PS1-016,MS-PS1,MS-PS1-1,conceptual,Why is it important to know both which atoms are in a molecule and how many of each type there are?,"Knowing only the types of atoms is not enough to identify a substance because many different compounds share the same elements. The exact count of each atom determines the specific molecule, its formula, and its unique properties.",claude-4.6-sonnet-thinking,7.77,1,1,1,The answer accurately explains that both the identity and the quantity of atoms are necessary to define a specific molecule's chemical formula and unique properties.,"The answer correctly explains that atomic identity and quantities uniquely determine a molecule's formula and properties, which aligns with the standard.","The answer correctly explains that both atom types and their quantities are needed to uniquely identify a molecule, determine its formula, and understand its properties.",1,0
MS-PS1-017,MS-PS1,MS-PS1-4,conceptual,"Why does temperature stay the same while ice is melting, even though heat is still being added?","During melting, the added thermal energy is used to break the bonds holding particles in place rather than speeding up the particles. Because temperature is a measure of average particle speed, it stays constant until all the solid has changed to liquid.",claude-4.6-sonnet-thinking,7.0,1,1,1,"The answer correctly explains that during a phase change, thermal energy is used to overcome intermolecular attractions rather than increasing the kinetic energy of the particles.","The answer correctly explains that added heat during melting goes into breaking intermolecular bonds rather than increasing particle kinetic energy, keeping temperature constant, which aligns with the standard's focus on particle motion, temperature, and state changes.","The answer correctly explains that the heat goes into breaking intermolecular bonds (latent heat) rather than increasing kinetic energy, so temperature remains constant during melting.",1,0
MS-PS1-018,MS-PS1,MS-PS1-4,conceptual,Why do particles in a gas move faster than particles in a solid?,"Particles in a gas have much more thermal energy than particles in a solid, which causes them to move rapidly and freely in all directions. Particles in a solid only vibrate in place because they have less energy and are held together by stronger attractive forces.",claude-4.6-sonnet-thinking,6.73,1,1,1,"The answer correctly identifies that higher thermal energy in gases results in greater kinetic energy and particle speed compared to solids, where lower energy and stronger attractive forces limit motion to vibrations.","The answer correctly explains that gas particles possess more thermal energy and experience weaker intermolecular forces, causing them to move faster than the vibrating solids particles, which satisfies the standard's focus on particle motion and energy.","The answer correctly explains that gas particles have higher thermal energy and weaker intermolecular forces, leading them to move faster than the vibrationally constrained particles in a solid.",1,0
MS-PS1-019,MS-PS1,MS-PS1-4,conceptual,Why does temperature measure how fast particles are moving?,"Temperature is a measure of the average kinetic energy (energy of motion) of the particles in a substance. The faster the particles move on average, the higher the temperature of the substance.",claude-4.6-sonnet-thinking,7.59,1,1,1,The answer accurately defines temperature as the average kinetic energy of particles and correctly explains the relationship between particle speed and temperature as required by the MS-PS1-4 standard.,"The answer correctly explains that temperature measures the average kinetic energy of particles, which directly relates to their speed, thus addressing why temperature indicates how fast particles move.","The answer correctly explains that temperature reflects the average kinetic energy of particles, linking higher particle speeds to higher temperature, which aligns with the standard.",1,0
MS-PS1-020,MS-PS1,MS-PS1-4,conceptual,Why does the same substance need different amounts of energy to melt versus to boil?,"Melting only requires enough energy for particles to move past each other while still staying close together, but boiling requires enough energy for particles to completely escape all attractive forces and spread far apart. Because overcoming all attractive forces takes more energy, boiling requires more thermal energy than melting.",claude-4.6-sonnet-thinking,7.57,1,1,1,The answer accurately describes the difference in energy requirements based on the degree to which attractive forces must be overcome to transition between states of matter.,"The answer correctly distinguishes melting (particles moving past each other while staying close) from boiling (particles escaping all attractive forces), explaining why boiling requires more energy, which aligns with the standard.","The answer correctly explains that melting requires only enough energy to loosen particles while retaining some attractions, whereas boiling must overcome all intermolecular forces, thus needing more energy.",1,0
MS-PS1-021,MS-PS1,MS-PS1-5,conceptual,Why doesn't the total mass change when chemicals react with each other?,"Mass doesn't change because atoms are never created or destroyed in a chemical reaction—they just rearrange into new combinations. Since the same atoms are present before and after the reaction, the total mass stays the same.",claude-4.6-sonnet-thinking,6.79,1,1,1,"The answer accurately explains the conservation of mass by linking it to the conservation and rearrangement of atoms, which directly fulfills the requirements of the MS-PS1-5 standard.","The answer correctly explains that mass stays the same because atoms are neither created nor destroyed, only rearranged, which directly satisfies MS-PS1-5.","The answer correctly explains that atoms are conserved during chemical reactions, so mass remains unchanged, fully meeting the standard.",1,0
MS-PS1-022,MS-PS1,MS-PS1-5,conceptual,Why do scientists count atoms on both sides of a chemical equation?,"Scientists count atoms on both sides to confirm that no atoms have been gained or lost during the reaction. If the number of each type of atom is equal on both sides, it shows that mass is conserved.",claude-4.6-sonnet-thinking,7.77,1,1,1,"The answer accurately links the process of counting atoms to the Law of Conservation of Mass and the principle that atoms are neither created nor destroyed, directly fulfilling the standard's requirements.","The answer correctly explains that counting atoms on both sides verifies no atoms are gained or lost, demonstrating conservation of mass as required by the standard.","The answer correctly explains that counting atoms verifies that atoms are neither created nor destroyed, demonstrating mass conservation.",1,0
MS-PS1-023,MS-PS1,MS-PS1-5,conceptual,How can a piece of wood seem to almost disappear when it burns if mass is conserved?,"When wood burns, its atoms don't disappear—they combine with oxygen from the air and are released as gases like carbon dioxide and water vapor. If you could collect all the gases produced, the total mass would equal the mass of the original wood plus the oxygen used.",claude-4.6-sonnet-thinking,5.62,1,1,1,The answer accurately explains that the wood's atoms are rearranged into invisible gases and emphasizes that total mass is conserved when accounting for both the oxygen consumed and the gases produced.,"The answer correctly explains that the wood's atoms combine with oxygen to form invisible gases, preserving total mass, which fully addresses the conservation‑of‑mass concept for the standard.","The answer correctly explains that the wood's atoms combine with oxygen to form gases, so the mass is conserved even though the wood appears to disappear.",1,0
MS-PS1-024,MS-PS1,MS-PS1-5,conceptual,"Why does a closed, sealed container help prove that mass is conserved in a reaction?",A sealed container traps all the atoms involved in the reaction so none can escape as gases. This makes it easy to measure the mass before and after and see that it stays exactly the same.,claude-4.6-sonnet-thinking,5.99,1,1,1,"The answer accurately explains that a sealed container prevents mass loss from escaping gases, which is the standard method for demonstrating the Law of Conservation of Mass in a school setting.","The answer correctly explains that a sealed container prevents atoms or gases from escaping, enabling accurate before-and-after mass measurements to demonstrate conservation of mass.","The answer correctly explains that a sealed container prevents atoms from escaping, allowing accurate before-and-after mass measurements to demonstrate mass conservation.",1,0
MS-PS1-025,MS-PS1,MS-PS1-6,conceptual,Why does a hand warmer get hot when you open the packet and expose it to air?,"When the iron powder inside reacts with oxygen in the air, a chemical reaction called oxidation occurs. This reaction releases energy in the form of heat, which is why the packet warms up.",claude-4.6-sonnet-thinking,5.62,1,1,1,"The answer accurately identifies the chemical process of oxidation and explains that the resulting release of thermal energy causes the temperature increase, which aligns with the requirements of the standard.","The answer correctly explains that the hand warmer warms due to the exothermic oxidation of iron when exposed to air, which directly addresses the chemical process releasing thermal energy as required by the standard.","The answer correctly explains that exposure to air triggers oxidation of iron, an exothermic reaction that releases heat, which fully addresses the question.",1,0
MS-PS1-026,MS-PS1,MS-PS1-6,conceptual,How does an instant cold pack cool down without being placed in a freezer?,"When the inner water pouch inside the cold pack is broken, the water mixes with ammonium nitrate and a chemical reaction begins. This reaction absorbs thermal energy from the surroundings, causing the pack to feel cold.",claude-4.6-sonnet-thinking,5.04,1,1,1,"The answer accurately describes the components, the activation mechanism, and the endothermic process of absorbing thermal energy from the surroundings.","The reference answer correctly explains that breaking the water pouch allows water to dissolve ammonium nitrate, an endothermic process that absorbs thermal energy from the surroundings, causing the pack to feel cold, which satisfies MS‑PS1‑6.","The answer accurately explains that breaking the inner pouch mixes water with ammonium nitrate, causing an endothermic process that absorbs heat and makes the pack feel cold.",1,0
MS-PS1-027,MS-PS1,MS-PS1-6,conceptual,Why do exothermic chemical reactions feel warm to the touch?,"In an exothermic reaction, chemical bonds break and new bonds form in a way that releases more energy than is taken in. That released energy transfers to the surrounding matter as thermal energy, raising the temperature.",claude-4.6-sonnet-thinking,8.37,1,1,1,"The answer accurately explains that the net release of energy from bond breaking and forming results in an increase in thermal energy in the surroundings, which is appropriate for the middle school level.","The answer correctly states that exothermic reactions release net energy, which transfers as heat to the surroundings, raising temperature.","The answer correctly explains that exothermic reactions release energy as heat, raising temperature and causing the warmth felt.",1,0
MS-PS1-028,MS-PS1,MS-PS1-6,conceptual,Why does a chemical cold pack stop feeling cold after a while even if you don't open it?,"Once the reactants inside are fully used up, the endothermic reaction stops absorbing thermal energy. The pack then slowly warms back up to room temperature through heat transfer from the surroundings.",claude-4.6-sonnet-thinking,7.16,1,1,1,"The answer correctly identifies that the cessation of the endothermic reaction due to reactant depletion, followed by thermal equilibration with the surroundings, causes the pack to warm up.","The answer correctly explains that the endothermic reaction ceases when reactants are exhausted, after which the pack warms via heat exchange with the surroundings.","The answer correctly explains that the endothermic reaction ceases when reactants are exhausted, stopping heat absorption, and that the pack then equilibrates with its surroundings, which is an appropriate complete explanation.",1,0
MS-PS1-029,MS-PS1,MS-PS1-1,applied,"When you drink water, you're consuming H₂O molecules. If you could look at a single water molecule, how many total atoms would you see and what kinds are they?",You would see 3 atoms total: 2 hydrogen atoms and 1 oxygen atom. The chemical formula H₂O tells you exactly how many of each type of atom make up one water molecule.,claude-4.6-sonnet-thinking,6.75,1,1,1,"The answer accurately identifies the total number and types of atoms in a water molecule based on its chemical formula, directly addressing the requirements of MS-PS1-1 for a simple molecule.","The answer correctly identifies a water molecule as containing two hydrogen atoms and one oxygen atom, consistent with H₂O.",The answer correctly states that a water molecule contains three atoms—two hydrogen atoms and one oxygen atom—fulfilling the question and standard.,1,0
MS-PS1-030,MS-PS1,MS-PS1-1,applied,"A student is drawing a model of carbon dioxide, the gas you breathe out. How many atoms should she draw in one molecule, and what elements do they come from?",She should draw 3 atoms total: 1 carbon atom and 2 oxygen atoms. The formula CO₂ shows one carbon bonded to two oxygen atoms.,claude-4.6-sonnet-thinking,6.78,1,1,1,"The answer accurately identifies the specific types and total count of atoms in a carbon dioxide molecule, directly addressing the requirements of the standard and the question.","The answer correctly states that CO₂ consists of one carbon and two oxygen atoms, totaling three atoms, which fully addresses the question.",The answer correctly states that CO₂ consists of three atoms—one carbon and two oxygen—fulfilling the question and standard.,1,0
MS-PS1-031,MS-PS1,MS-PS1-1,applied,"A classmate says that diamond and graphite are both made of only carbon atoms, but they look and feel completely different. How can two materials made of the same atom be so different?","Even though both are made entirely of carbon atoms, the atoms are arranged in different extended structures. In diamond the atoms form a rigid 3D network, while in graphite they form flat layers, giving each material different properties.",claude-4.6-sonnet-thinking,8.37,1,1,1,"The answer accurately explains that different physical properties result from different spatial arrangements of the same atoms in extended structures, which is a core concept of the MS-PS1-1 standard.","The answer correctly explains that differing atomic arrangements in the extended structures of diamond and graphite account for their different properties, aligning with the standard.","The answer correctly explains that differing atomic arrangements (3D network vs. layered sheets) cause the distinct properties of diamond and graphite, satisfying the standard.",1,0
MS-PS1-032,MS-PS1,MS-PS1-1,applied,"You breathe in oxygen gas (O₂) from the air. If you modeled one molecule of oxygen, how is it different in structure from a single oxygen atom?","One O₂ molecule consists of two oxygen atoms bonded together, whereas a single oxygen atom stands alone. The subscript 2 in O₂ tells you that two atoms are joined to form that molecule.",claude-4.6-sonnet-thinking,7.59,1,1,1,The answer accurately describes the structural difference between a molecule and an atom and correctly explains the meaning of the chemical subscript in accordance with the standard.,"The answer correctly states that an O₂ molecule consists of two bonded oxygen atoms whereas a single oxygen atom is alone, adequately describing the structural difference for the standard.","The answer correctly states that an O₂ molecule contains two bonded oxygen atoms while a single atom is solitary, addressing the structural difference.",1,0
MS-PS1-033,MS-PS1,MS-PS1-2,applied,"If you mix iron filings and sulfur powder together, you can still see both yellow and gray particles and separate them with a magnet. But if you heat the mixture, it turns into a single dark solid that a magnet no longer attracts. What does this tell you?","Heating caused a chemical reaction that produced a new substance, iron sulfide, with different properties than either iron or sulfur. The loss of magnetic attraction and the uniform dark color are evidence that a new substance was formed.",claude-4.6-sonnet-thinking,7.12,1,1,1,"The answer correctly identifies the formation of a new substance through a chemical reaction by comparing properties before and after heating, which aligns perfectly with MS-PS1-2.","The answer correctly identifies that heating iron and sulfur produces iron sulfide, a new substance with different properties, which aligns with the standard's focus on interpreting data to detect chemical reactions.","The answer correctly interprets the observed changes as evidence of a chemical reaction forming iron sulfide, a new substance with new properties.",1,0
MS-PS1-034,MS-PS1,MS-PS1-3,applied,You need to patch a bicycle tire using a synthetic rubber patch. What natural resource was the synthetic rubber most likely made from?,Synthetic rubber is made from petroleum products. Chemicals derived from crude oil are processed and polymerized to create synthetic rubber that mimics the properties of natural rubber.,claude-4.6-sonnet-thinking,7.88,1,1,1,"The answer accurately identifies petroleum as the primary natural resource used to create synthetic rubber and describes the basic chemical process, which satisfies the requirements of standard MS-PS1-3.","The answer correctly identifies petroleum (crude oil) as the natural resource used to make synthetic rubber and explains the process, meeting the standard's requirement.","The answer correctly identifies petroleum (crude oil) as the natural resource used to make synthetic rubber, fully addressing the question.",1,0
MS-PS1-035,MS-PS1,MS-PS1-3,applied,"Your school buys desks made of synthetic plastic instead of wood. What natural resource is saved by using plastic desks, and what natural resource is used up instead?","Using plastic desks reduces the need to cut down trees, preserving forest resources. However, plastic desks use petroleum, a nonrenewable fossil fuel, as the raw material instead.",claude-4.6-sonnet-thinking,7.15,1,1,1,"The answer accurately identifies the natural source of the synthetic material (petroleum) and the resource being replaced (trees), which directly addresses the core requirements of standard MS-PS1-3.","The answer correctly states that using plastic desks saves trees (forest resources) and consumes petroleum, a nonrenewable fossil fuel, which fully addresses the question.","The answer correctly identifies wood/forests as the saved resource and petroleum as the resource used up, fully addressing the question.",1,0
MS-PS1-036,MS-PS1,MS-PS1-3,applied,"If a town's only drinking water pipe is made of PVC plastic and it cracks, they must replace it with a new PVC pipe. What natural resource must be extracted to produce the new PVC pipe?",PVC (polyvinyl chloride) is made primarily from petroleum and salt (sodium chloride). Petroleum must be extracted and chemically processed to produce the vinyl chloride monomers that are used to manufacture the new PVC pipe.,claude-4.6-sonnet-thinking,6.84,1,1,1,"The answer accurately identifies the natural resources (petroleum and salt) used to create PVC, which directly satisfies the requirement of standard MS-PS1-3.","The reference answer correctly identifies petroleum as the natural resource that must be extracted to produce PVC, noting also the role of salt, thus meeting the standard.","The answer correctly identifies petroleum (crude oil) as the natural resource needed to produce PVC, which directly answers the question.",1,0
MS-PS1-037,MS-PS1,MS-PS1-4,applied,"If you leave an ice cube on the kitchen counter on a warm day, what happens to the particles in the ice as it melts?","The particles in the ice gain thermal energy from the warmer surroundings, which causes them to vibrate faster and eventually break free from their fixed positions, changing the ice from a solid to liquid water.",claude-4.6-sonnet-thinking,8.32,1,1,1,"The answer accurately describes the transfer of thermal energy, the increase in particle motion, and the transition from a solid to a liquid state as required by the MS-PS1-4 standard.","The answer correctly explains that added thermal energy makes ice particles vibrate faster and break free, describing the change in particle motion and state as required by the standard.","The answer accurately describes particles gaining energy, vibrating faster, and breaking free to transition from solid to liquid, matching the standard.",1,0
MS-PS1-038,MS-PS1,MS-PS1-4,applied,"When you boil water on a stove, what happens to the water molecules just before the water turns to steam?","As the water heats up, the molecules move faster and faster until they have enough energy to escape the liquid and become water vapor (steam), changing state from liquid to gas.",claude-4.6-sonnet-thinking,8.14,1,1,1,The answer accurately describes the increase in kinetic energy (motion) and the subsequent phase change from liquid to gas required by the standard.,"The answer correctly explains that added thermal energy increases molecular motion until molecules have enough energy to escape the liquid and become vapor, addressing particle motion, temperature, and state change as required by the standard.",The answer correctly describes that heating increases molecular motion until the particles have enough energy to overcome intermolecular forces and transition from liquid to gas.,1,0
MS-PS1-039,MS-PS1,MS-PS1-4,applied,"When you put a liquid candle in the freezer, it hardens into a solid. What is happening to the particles inside?","Removing thermal energy causes the particles in the liquid wax to slow down and lose enough energy to lock into fixed positions, causing the wax to solidify.",claude-4.6-sonnet-thinking,6.49,1,1,1,"The answer accurately describes the relationship between thermal energy removal, the decrease in particle motion, and the transition to a fixed arrangement as required by the MS-PS1-4 standard.","The answer correctly explains that removing thermal energy reduces particle motion, allowing them to lock into fixed positions, which matches the standard.","The answer accurately explains that removing thermal energy slows particle motion, allowing particles to lock into fixed positions and the wax to solidify, matching the standard.",1,0
MS-PS1-040,MS-PS1,MS-PS1-5,applied,"When a piece of wood burns in a fireplace, the ash left behind weighs much less than the original log. Does this mean mass was destroyed in the reaction?","No, mass was not destroyed. The 'missing' mass left as gases — mainly carbon dioxide and water vapor — that floated into the air. If you could collect all the ash and all the gases produced, the total mass would equal the mass of the original log plus the oxygen used from the air.",claude-4.6-sonnet-thinking,5.53,1,1,1,The answer accurately explains the law of conservation of mass in an open system by identifying that the 'missing' mass is converted into gaseous products and accounts for the oxygen reactant.,"The answer correctly states that mass is conserved in combustion, identifies the gaseous products (CO₂ and H₂O) that account for the 'missing' mass, and notes the need to include oxygen from the air, fully addressing the standard.","The answer correctly explains that mass is conserved, with the 'missing' mass appearing as gases, aligning with the standard's focus on mass conservation.",1,0
MS-PS1-041,MS-PS1,MS-PS1-5,applied,"If you leave a steel nail outside and it rusts completely, would the rusty nail weigh more or less than the original nail?","The rusty nail would weigh more, because iron atoms from the nail combined with oxygen atoms from the air to form iron oxide (rust). The nail gained mass by adding oxygen atoms to its structure.",claude-4.6-sonnet-thinking,8.77,1,1,1,"The answer accurately explains that the mass increases because oxygen atoms from the environment bond with the iron atoms, which directly applies the concept of mass conservation through the addition of atoms to the solid object.","The answer correctly states that rusting adds oxygen atoms from the air to the iron, increasing the nail's mass while conserving the total number of atoms involved.","The answer correctly explains that rusting adds oxygen atoms, increasing the nail's mass, aligning with the conservation of atoms concept.",1,0
MS-PS1-042,MS-PS1,MS-PS1-5,applied,Imagine you burn a candle completely inside a sealed glass jar. Would the total mass inside the jar change after the candle is gone?,"No, the total mass inside the sealed jar stays the same. The wax atoms don't disappear — they combine with oxygen already inside the jar to form carbon dioxide and water vapor, so all the atoms are still present inside the jar.",claude-4.6-sonnet-thinking,5.81,1,1,1,"The answer accurately applies the law of conservation of mass and explains the process in terms of atoms being rearranged but remaining within the closed system, which aligns perfectly with the MS-PS1-5 standard.","The answer correctly explains that mass is conserved because the wax atoms combine with the oxygen already present in the sealed jar to form CO₂ and H₂O, keeping all atoms inside, which satisfies MS-PS1-5.","The answer correctly explains that mass is conserved in the sealed system, noting that wax atoms combine with oxygen to form CO₂ and H₂O, so total mass remains unchanged.",1,0
MS-PS1-043,MS-PS1,MS-PS1-5,applied,"Scientists combine 2 grams of hydrogen gas with 16 grams of oxygen gas, and they react to form water. How many grams of water should be produced?","Exactly 18 grams of water should be produced. Because mass is conserved in a chemical reaction, the total mass of the products must equal the total mass of the reactants (2 g + 16 g = 18 g).",claude-4.6-sonnet-thinking,6.72,1,1,1,"The answer accurately applies the Law of Conservation of Mass by summing the masses of the reactants to determine the mass of the product, which is the core concept of standard MS-PS1-5.","The total mass of reactants (2 g H₂ + 16 g O₂ = 18 g) equals the mass of water produced, consistent with mass conservation in chemical reactions.","The answer correctly states that 18 g of water is produced, matching the total reactant mass and satisfying the conservation-of-mass principle.",1,0
MS-PS1-045,MS-PS1,MS-PS1-6,applied,"If a hand warmer and an instant cold pack both use chemical reactions, why does one get hot and the other get cold?","The hand warmer uses an exothermic reaction that releases thermal energy, while the cold pack uses an endothermic reaction that absorbs thermal energy from its surroundings.",claude-4.6-sonnet-thinking,8.77,1,1,1,The answer accurately uses the terms exothermic and endothermic to describe the release and absorption of thermal energy in chemical processes as required by the standard.,"The answer correctly explains that the hand warmer’s exothermic reaction releases heat while the cold pack’s endothermic reaction absorbs heat, directly addressing why one gets hot and the other cold.","The answer correctly explains that the hand warmer’s exothermic reaction releases heat, while the cold pack’s endothermic reaction absorbs heat, fully addressing the question.",1,0
